ID_Produto,Data_Producao,Tempo_Producao,Tempo_Setup,Quantidade_Produzida
P3320,2024-01-18,162,22,90
P3321,2024-01-28,75,50,42
P3322,2024-01-01,60,42,69
P3323,2024-01-12,104,28,59
P3324,2024-01-18,198,24,78
P3325,2024-01-07,177,43,25
P3326,2024-01-25,174,60,44
P3327,2024-01-01,178,25,97
P3328,2024-01-30,145,38,61
P3329,2024-01-25,138,48,10
P3330,2024-01-01,129,35,83
P3331,2024-01-11,215,28,90
P3332,2024-01-05,118,26,43
P3333,2024-01-19,68,37,53
P3334,2024-01-17,125,11,35
P3335,2024-01-26,82,53,35
P3336,2024-01-23,152,28,67
P3337,2024-01-28,163,55,68
P3338,2024-01-11,99,54,74
P3339,2024-01-25,239,24,19
P3340,2024-01-29,229,43,61
P3341,2024-01-21,58,53,30
P3342,2024-01-27,236,15,31
P3343,2024-01-12,161,55,31
P3344,2024-01-13,177,55,85
P3345,2024-01-26,192,57,46
P3346,2024-01-22,36,53,46
P3347,2024-01-10,165,18,44
P3348,2024-01-12,96,20,84
P3349,2024-01-15,215,54,69
P3350,2024-01-02,39,39,27
P3351,2024-01-16,108,59,66
P3352,2024-01-11,207,48,82
P3353,2024-01-07,197,42,24
P3354,2024-01-11,149,60,38
P3355,2024-01-27,169,22,36
P3356,2024-01-27,55,14,18
P3357,2024-01-14,142,17,49
P3358,2024-01-20,111,44,36
P3359,2024-01-24,123,12,60
P3360,2024-01-01,41,21,33
P3361,2024-01-02,127,60,47
P3362,2024-01-27,31,44,25
P3363,2024-01-13,112,31,89
P3364,2024-01-20,71,56,94
P3365,2024-01-26,73,13,37
P3366,2024-01-12,112,34,89
P3367,2024-01-05,73,41,31
P3368,2024-01-14,69,43,50
P3369,2024-01-31,134,59,94
P3370,2024-01-09,193,20,22
P3371,2024-01-09,224,49,60
P3372,2024-01-26,142,45,11
P3373,2024-01-09,62,35,88
P3374,2024-01-13,139,15,16
P3375,2024-01-07,103,42,14
P3376,2024-01-15,238,21,78
P3377,2024-01-07,86,12,12
P3378,2024-01-23,149,16,98
P3379,2024-01-01,72,56,58
P3380,2024-01-21,34,37,10
P3381,2024-01-31,238,10,75
P3382,2024-01-15,166,56,47
P3383,2024-01-24,165,25,73
P3384,2024-01-31,126,57,89
P3385,2024-01-18,122,53,41
P3386,2024-01-13,212,32,23
P3387,2024-01-07,122,28,49
P3388,2024-01-22,106,16,68
P3389,2024-01-16,238,45,44
P3390,2024-01-20,149,33,57
P3391,2024-01-01,75,51,26
P3392,2024-01-07,87,47,93
P3393,2024-01-31,45,46,30
P3394,2024-01-08,119,31,34
P3395,2024-01-13,33,45,62
P3396,2024-01-12,123,13,60
P3397,2024-01-30,145,48,47
P3398,2024-01-05,221,13,32
P3399,2024-01-12,64,13,87
P3400,2024-01-18,235,41,51
P3401,2024-01-07,233,24,47
P3402,2024-01-01,76,30,96
P3403,2024-01-12,219,15,27
P3404,2024-01-06,139,24,33
P3405,2024-01-13,86,27,20
P3406,2024-01-05,189,27,100
P3407,2024-01-18,239,53,30
P3408,2024-01-14,56,32,44
P3409,2024-01-25,175,19,84
P3410,2024-01-27,157,30,26
P3411,2024-01-15,196,15,12
P3412,2024-01-25,96,59,82
P3413,2024-01-08,96,40,92
P3414,2024-01-15,209,40,13
P3415,2024-01-10,126,12,86
P3416,2024-01-18,178,37,60
P3417,2024-01-21,213,24,18
P3418,2024-01-26,218,56,79
P3419,2024-01-28,38,22,70
P3420,2024-01-19,183,60,40
P3421,2024-01-25,234,10,15
P3422,2024-01-15,41,18,28
P3423,2024-01-15,65,58,78
P3424,2024-01-11,213,60,77
P3425,2024-01-14,61,25,46
P3426,2024-01-07,150,39,51
P3427,2024-01-22,32,27,74
P3428,2024-01-11,32,54,13
P3429,2024-01-22,192,12,56
P3430,2024-01-16,204,14,70
P3431,2024-01-02,149,42,60
P3432,2024-01-13,182,51,88
P3433,2024-01-23,141,52,26
P3434,2024-01-06,175,28,36
P3435,2024-01-15,153,53,50
P3436,2024-01-23,120,45,36
P3437,2024-01-31,145,27,96
P3438,2024-01-01,232,13,73
P3439,2024-01-29,150,39,19
P3440,2024-01-13,79,57,49
P3441,2024-01-06,61,39,79
P3442,2024-01-11,134,12,62
P3443,2024-01-15,37,55,29
P3444,2024-01-07,105,32,39
P3445,2024-01-27,225,33,75
P3446,2024-01-13,201,54,98
P3447,2024-01-16,198,26,10
P3448,2024-01-16,148,60,20
P3449,2024-01-09,187,45,91
P3450,2024-01-25,122,19,75
P3451,2024-01-29,97,12,31
P3452,2024-01-25,182,13,26
P3453,2024-01-03,168,12,56
P3454,2024-01-13,109,26,51
P3455,2024-01-15,205,43,42
P3456,2024-01-02,90,27,99
P3457,2024-01-15,163,17,29
P3458,2024-01-20,216,33,62
P3459,2024-01-06,113,22,21
P3460,2024-01-18,60,10,82
P3461,2024-01-25,90,13,74
P3462,2024-01-08,222,40,25
P3463,2024-01-16,182,15,20
P3464,2024-01-22,144,29,76
P3465,2024-01-09,163,43,66
P3466,2024-01-13,224,40,36
P3467,2024-01-09,84,24,15
P3468,2024-01-11,127,51,44
P3469,2024-01-30,155,36,30
P3470,2024-01-31,121,20,17
P3471,2024-01-07,203,55,42
P3472,2024-01-25,127,25,52
P3473,2024-01-07,47,43,34
P3474,2024-01-27,136,40,82
P3475,2024-01-04,46,29,90
P3476,2024-01-25,81,58,78
P3477,2024-01-04,80,22,38
P3478,2024-01-07,150,19,79
P3479,2024-01-04,147,43,39
P3480,2024-01-15,89,34,58
P3481,2024-01-07,85,54,19
P3482,2024-01-27,237,12,68
P3483,2024-01-17,143,12,73
P3484,2024-01-18,231,27,58
P3485,2024-01-10,95,41,35
P3486,2024-01-09,193,32,68
P3487,2024-01-18,115,50,35
P3488,2024-01-12,185,43,49
P3489,2024-01-11,204,11,90
P3490,2024-01-11,190,57,57
P3491,2024-01-30,32,42,28
P3492,2024-01-13,86,55,24
P3493,2024-01-25,64,39,70
P3494,2024-01-08,145,38,44
P3495,2024-01-28,54,42,83
P3496,2024-01-01,140,22,60
P3497,2024-01-08,34,27,16
P3498,2024-01-09,106,49,23
P3499,2024-01-28,164,45,18
P3500,2024-01-07,237,46,58
P3501,2024-01-19,240,42,33
P3502,2024-01-19,233,37,22
P3503,2024-01-29,141,38,43
P3504,2024-01-14,32,24,96
P3505,2024-01-04,54,10,43
P3506,2024-01-21,82,13,97
P3507,2024-01-11,124,43,81
P3508,2024-01-04,190,22,28
P3509,2024-01-11,102,23,98
P3510,2024-01-07,206,22,63
P3511,2024-01-09,76,55,87
P3512,2024-01-23,37,10,69
P3513,2024-01-08,64,39,55
P3514,2024-01-29,236,44,43
P3515,2024-01-26,108,31,26
P3516,2024-01-28,113,41,71
P3517,2024-01-10,128,11,87
P3518,2024-01-09,144,19,67
P3519,2024-01-29,123,51,16
P3520,2024-01-10,159,46,31
P3521,2024-01-03,37,51,69
P3522,2024-01-05,70,35,27
P3523,2024-01-18,143,44,91
P3524,2024-01-25,100,55,11
P3525,2024-01-06,163,50,61
P3526,2024-01-16,56,40,70
P3527,2024-01-01,166,12,38
P3528,2024-01-22,172,22,93
P3529,2024-01-22,67,24,42
P3530,2024-01-06,110,59,29
P3531,2024-01-06,74,47,21
P3532,2024-01-27,33,50,100
P3533,2024-01-04,155,50,34
P3534,2024-01-14,178,22,43
P3535,2024-01-01,66,39,12
P3536,2024-01-09,140,28,46
P3537,2024-01-25,171,56,84
P3538,2024-01-11,63,22,96
P3539,2024-01-05,77,58,18
P3540,2024-01-10,62,14,37
P3541,2024-01-05,173,27,76
P3542,2024-01-13,186,33,29
P3543,2024-01-29,49,43,52
P3544,2024-01-14,100,57,38
P3545,2024-01-27,43,21,48
P3546,2024-01-13,200,45,46
P3547,2024-01-21,112,37,85
P3548,2024-01-13,91,24,67
P3549,2024-01-07,222,43,37
P3550,2024-01-26,197,20,27
P3551,2024-01-19,214,56,36
P3552,2024-01-04,133,15,86
P3553,2024-01-29,185,24,66
P3554,2024-01-09,167,23,98
P3555,2024-01-17,140,31,81
P3556,2024-01-21,190,29,28
P3557,2024-01-03,68,14,29
P3558,2024-01-04,105,44,84
P3559,2024-01-26,140,43,32
P3560,2024-01-23,44,12,86
P3561,2024-01-15,68,24,93
P3562,2024-01-23,165,15,87
P3563,2024-01-05,84,57,27
P3564,2024-01-17,79,55,50
P3565,2024-01-21,37,10,99
P3566,2024-01-03,136,10,54
P3567,2024-01-04,231,30,20
P3568,2024-01-02,73,52,63
P3569,2024-01-11,238,18,64
P3570,2024-01-04,60,45,99
P3571,2024-01-17,217,46,19
P3572,2024-01-02,59,38,56
P3573,2024-01-11,71,19,52
P3574,2024-01-15,232,16,50
P3575,2024-01-04,157,20,57
P3576,2024-01-10,134,29,67
P3577,2024-01-15,168,36,83
P3578,2024-01-13,206,11,49
P3579,2024-01-21,157,13,45
P3580,2024-01-28,77,36,69
P3581,2024-01-19,30,56,35
P3582,2024-01-30,75,54,15
P3583,2024-01-09,135,48,67
P3584,2024-01-22,177,39,10
P3585,2024-01-05,98,21,74
P3586,2024-01-13,172,39,34
P3587,2024-01-07,79,28,62
P3588,2024-01-12,43,12,69
P3589,2024-01-18,50,59,13
P3590,2024-01-05,114,28,27
P3591,2024-01-11,220,52,49
P3592,2024-01-09,88,12,59
P3593,2024-01-29,222,22,89
P3594,2024-01-16,59,10,58
P3595,2024-01-25,195,37,60
P3596,2024-01-09,232,51,23
P3597,2024-01-29,60,39,22
P3598,2024-01-11,240,25,27
P3599,2024-01-21,52,32,99
P3600,2024-01-12,46,23,75
P3601,2024-01-01,33,37,11
P3602,2024-01-09,218,59,85
P3603,2024-01-01,185,10,53
P3604,2024-01-14,231,50,10
P3605,2024-01-16,132,50,97
P3606,2024-01-01,234,25,100
P3607,2024-01-30,186,55,91
P3608,2024-01-02,167,47,43
P3609,2024-01-08,159,23,78
P3610,2024-01-02,225,32,70
P3611,2024-01-07,61,14,50
P3612,2024-01-12,64,39,11
P3613,2024-01-08,201,38,99
P3614,2024-01-12,193,47,40
P3615,2024-01-22,231,25,37
P3616,2024-01-28,233,22,41
P3617,2024-01-11,71,50,74
P3618,2024-01-21,186,41,23
P3619,2024-01-22,116,42,78
P3620,2024-01-06,79,54,29
P3621,2024-01-01,162,50,62
P3622,2024-01-21,48,22,91
P3623,2024-01-14,196,32,81
P3624,2024-01-10,232,47,33
P3625,2024-01-24,134,18,83
P3626,2024-01-28,81,10,97
P3627,2024-01-18,89,15,47
P3628,2024-01-01,175,42,55
P3629,2024-01-09,238,42,25
P3630,2024-01-14,205,16,85
P3631,2024-01-30,117,52,58
P3632,2024-01-29,57,31,39
P3633,2024-01-09,132,44,56
P3634,2024-01-17,196,32,99
P3635,2024-01-20,43,29,26
P3636,2024-01-05,212,52,79
P3637,2024-01-11,105,17,94
P3638,2024-01-13,193,57,35
P3639,2024-01-16,92,46,76
P3640,2024-01-15,165,59,74
P3641,2024-01-28,172,41,29
P3642,2024-01-12,161,58,47
P3643,2024-01-23,239,46,96
P3644,2024-01-17,162,27,27
P3645,2024-01-08,175,50,42
P3646,2024-01-31,118,57,56
P3647,2024-01-15,195,37,96
P3648,2024-01-04,180,57,89
P3649,2024-01-29,148,24,15
P3650,2024-01-20,216,50,32
P3651,2024-01-20,95,56,68
P3652,2024-01-07,40,27,85
P3653,2024-01-17,93,49,17
P3654,2024-01-14,123,45,69
P3655,2024-01-13,127,17,42
P3656,2024-01-21,173,21,86
P3657,2024-01-25,64,16,94
P3658,2024-01-08,67,54,75
P3659,2024-01-19,62,50,53
P3660,2024-01-09,221,20,55
P3661,2024-01-06,50,30,15
P3662,2024-01-19,71,59,79
P3663,2024-01-06,109,50,80
P3664,2024-01-20,136,19,24
P3665,2024-01-01,178,43,100
P3666,2024-01-14,193,42,15
P3667,2024-01-17,208,41,53
P3668,2024-01-23,236,26,59
P3669,2024-01-06,80,36,94
P3670,2024-01-29,106,32,36
P3671,2024-01-02,88,36,47
P3672,2024-01-28,76,55,80
P3673,2024-01-09,72,21,88
P3674,2024-01-04,239,49,56
P3675,2024-01-31,202,58,84
P3676,2024-01-27,203,36,61
P3677,2024-01-02,90,40,11
P3678,2024-01-01,210,50,55
P3679,2024-01-29,32,38,48
P3680,2024-01-03,162,27,89
P3681,2024-01-19,188,45,85
P3682,2024-01-02,238,35,46
P3683,2024-01-28,144,47,84
P3684,2024-01-10,108,19,95
P3685,2024-01-03,146,36,93
P3686,2024-01-23,133,27,21
P3687,2024-01-01,63,10,46
P3688,2024-01-19,95,10,65
P3689,2024-01-09,138,54,73
P3690,2024-01-20,87,36,36
P3691,2024-01-24,135,44,21
P3692,2024-01-16,181,36,69
P3693,2024-01-30,175,52,73
P3694,2024-01-08,151,40,38
P3695,2024-01-09,33,52,12
P3696,2024-01-17,61,39,31
P3697,2024-01-23,138,60,73
P3698,2024-01-01,101,36,77
P3699,2024-01-14,75,43,90
P3700,2024-01-15,122,22,85
P3701,2024-01-10,131,26,57
P3702,2024-01-05,85,60,93
P3703,2024-01-30,167,10,22
P3704,2024-01-08,31,29,29
P3705,2024-01-09,183,42,39
P3706,2024-01-15,232,25,94
P3707,2024-01-12,42,60,20
P3708,2024-01-29,66,55,85
P3709,2024-01-26,71,58,32
P3710,2024-01-21,130,53,74
P3711,2024-01-29,106,49,91
P3712,2024-01-10,157,21,76
P3713,2024-01-03,110,22,81
P3714,2024-01-26,69,56,100
P3715,2024-01-08,172,26,55
P3716,2024-01-07,96,14,44
P3717,2024-01-08,197,40,76
P3718,2024-01-06,83,30,15
P3719,2024-01-24,223,44,67
P3720,2024-01-04,231,19,43
P3721,2024-01-05,64,39,27
P3722,2024-01-16,40,30,10
P3723,2024-01-22,33,17,74
P3724,2024-01-04,68,27,68
P3725,2024-01-23,150,59,56
P3726,2024-01-03,236,39,61
P3727,2024-01-23,239,15,56
P3728,2024-01-29,234,38,73
P3729,2024-01-09,181,52,84
P3730,2024-01-06,157,33,98
P3731,2024-01-28,91,40,81
P3732,2024-01-03,72,28,54
P3733,2024-01-09,148,44,58
P3734,2024-01-20,187,51,48
P3735,2024-01-25,207,40,99
P3736,2024-01-01,223,32,47
P3737,2024-01-12,123,60,46
P3738,2024-01-18,222,34,97
P3739,2024-01-15,47,32,82
P3740,2024-01-25,225,34,48
P3741,2024-01-07,90,52,60
P3742,2024-01-05,112,49,58
P3743,2024-01-15,103,60,82
P3744,2024-01-30,63,55,100
P3745,2024-01-27,215,46,41
P3746,2024-01-26,176,14,27
P3747,2024-01-15,36,42,29
P3748,2024-01-07,42,49,93
P3749,2024-01-22,204,49,15
P3750,2024-01-28,131,30,88
P3751,2024-01-20,53,27,11
P3752,2024-01-31,88,58,98
P3753,2024-01-23,62,29,93
P3754,2024-01-19,41,26,69
P3755,2024-01-02,81,15,39
P3756,2024-01-03,196,39,35
P3757,2024-01-06,224,58,99
P3758,2024-01-10,64,23,95
P3759,2024-01-21,82,48,58
P3760,2024-01-25,230,50,11
P3761,2024-01-27,115,17,17
P3762,2024-01-28,193,49,97
P3763,2024-01-31,178,38,77
P3764,2024-01-15,78,23,35
P3765,2024-01-14,125,57,90
P3766,2024-01-01,231,13,38
P3767,2024-01-06,204,14,76
P3768,2024-01-27,69,43,60
P3769,2024-01-24,153,14,34
P3770,2024-01-27,234,13,60
P3771,2024-01-04,59,44,96
P3772,2024-01-21,109,51,53
P3773,2024-01-17,75,33,81
P3774,2024-01-07,61,49,72
P3775,2024-01-24,164,14,91
P3776,2024-01-28,226,57,57
P3777,2024-01-31,74,23,14
P3778,2024-01-29,111,23,100
P3779,2024-01-27,63,35,55
P3780,2024-01-02,110,51,19
P3781,2024-01-24,42,14,66
P3782,2024-01-23,91,37,73
P3783,2024-01-21,115,40,44
P3784,2024-01-25,75,55,95
P3785,2024-01-09,131,13,53
P3786,2024-01-24,89,35,86
P3787,2024-01-06,227,49,48
P3788,2024-01-19,107,51,97
P3789,2024-01-26,41,22,53
P3790,2024-01-27,199,35,89
P3791,2024-01-02,227,52,76
P3792,2024-01-04,219,44,77
P3793,2024-01-19,195,40,28
P3794,2024-01-13,178,24,39
P3795,2024-01-05,148,50,87
P3796,2024-01-10,128,41,20
P3797,2024-01-12,187,45,100
P3798,2024-01-17,98,55,11
P3799,2024-01-30,98,28,45
P3800,2024-01-11,44,28,36
P3801,2024-01-09,233,19,84
P3802,2024-01-19,135,54,69
P3803,2024-01-12,110,27,76
P3804,2024-01-17,138,24,56
P3805,2024-01-17,109,42,74
P3806,2024-01-03,106,48,68
P3807,2024-01-07,201,29,34
P3808,2024-01-29,57,60,39
P3809,2024-01-13,62,38,71
P3810,2024-01-04,195,42,59
P3811,2024-01-26,74,41,10
P3812,2024-01-17,91,55,88
P3813,2024-01-10,157,48,66
P3814,2024-01-26,227,12,66
P3815,2024-01-18,165,37,39
P3816,2024-01-25,100,35,53
P3817,2024-01-24,52,31,95
P3818,2024-01-19,178,19,20
P3819,2024-01-28,240,29,79
P3820,2024-01-17,32,45,19
P3821,2024-01-09,145,11,55
P3822,2024-01-25,180,55,42
P3823,2024-01-27,96,55,54
P3824,2024-01-03,170,25,58
P3825,2024-01-28,140,59,96
P3826,2024-01-19,230,43,36
P3827,2024-01-30,75,55,56
P3828,2024-01-22,38,24,48
P3829,2024-01-30,34,15,21
P3830,2024-01-10,228,23,37
P3831,2024-01-09,114,23,62
P3832,2024-01-24,99,14,61
P3833,2024-01-05,159,10,98
P3834,2024-01-12,210,25,95
P3835,2024-01-02,226,22,16
P3836,2024-01-13,203,21,95
P3837,2024-01-22,86,30,100
P3838,2024-01-21,47,23,26
P3839,2024-01-12,40,45,91
P3840,2024-01-05,212,37,38
P3841,2024-01-10,126,40,56
P3842,2024-01-11,182,16,46
P3843,2024-01-07,223,24,91
P3844,2024-01-05,131,39,82
P3845,2024-01-23,50,44,48
P3846,2024-01-30,139,25,13
P3847,2024-01-04,91,27,67
P3848,2024-01-10,233,58,35
P3849,2024-01-09,33,48,14
P3850,2024-01-14,218,41,15
P3851,2024-01-24,110,47,16
P3852,2024-01-26,142,13,15
P3853,2024-01-16,32,47,23
P3854,2024-01-17,194,39,28
P3855,2024-01-17,227,46,38
P3856,2024-01-28,160,50,14
P3857,2024-01-28,127,30,69
P3858,2024-01-22,180,39,46
P3859,2024-01-22,171,57,58
P3860,2024-01-19,182,50,24
P3861,2024-01-01,123,33,82
P3862,2024-01-17,182,34,93
P3863,2024-01-15,240,23,95
P3864,2024-01-31,157,20,75
P3865,2024-01-15,185,21,61
P3866,2024-01-18,220,19,24
P3867,2024-01-01,121,46,60
P3868,2024-01-09,224,37,57
P3869,2024-01-21,192,53,57
P3870,2024-01-22,214,16,95
P3871,2024-01-06,111,37,12
P3872,2024-01-20,221,13,80
P3873,2024-01-24,145,42,64
P3874,2024-01-07,219,22,20
P3875,2024-01-04,238,50,60
P3876,2024-01-19,150,53,25
P3877,2024-01-30,101,19,18
P3878,2024-01-07,202,58,24
P3879,2024-01-30,233,38,41
P3880,2024-01-07,143,42,35
P3881,2024-01-02,237,12,79
P3882,2024-01-23,95,32,93
P3883,2024-01-26,69,10,47
P3884,2024-01-17,131,17,53
P3885,2024-01-10,181,29,71
P3886,2024-01-01,87,56,93
P3887,2024-01-16,135,41,59
P3888,2024-01-19,156,26,19
P3889,2024-01-06,81,29,58
P3890,2024-01-29,179,35,35
P3891,2024-01-21,186,28,87
P3892,2024-01-05,48,25,42
P3893,2024-01-31,98,15,50
P3894,2024-01-01,232,16,22
P3895,2024-01-25,50,27,66
P3896,2024-01-22,148,43,73
P3897,2024-01-17,235,18,68
P3898,2024-01-30,143,15,38
P3899,2024-01-03,93,52,89
P3900,2024-01-08,83,42,85
P3901,2024-01-24,221,48,26
P3902,2024-01-10,94,17,33
P3903,2024-01-24,235,44,20
P3904,2024-01-18,218,39,96
P3905,2024-01-29,186,55,97
P3906,2024-01-06,164,51,31
P3907,2024-01-05,70,39,55
P3908,2024-01-24,49,29,70
P3909,2024-01-08,133,42,53
P3910,2024-01-17,132,45,16
P3911,2024-01-06,81,42,64
P3912,2024-01-08,233,54,31
P3913,2024-01-01,217,20,72
P3914,2024-01-11,233,42,61
P3915,2024-01-03,82,37,17
P3916,2024-01-02,91,21,28
P3917,2024-01-05,153,44,77
P3918,2024-01-01,159,38,87
P3919,2024-01-20,55,33,11
P3920,2024-01-17,66,58,51
P3921,2024-01-25,140,44,16
P3922,2024-01-08,223,46,100
P3923,2024-01-28,146,59,18
P3924,2024-01-13,210,17,36
P3925,2024-01-04,107,20,79
P3926,2024-01-03,179,25,89
P3927,2024-01-05,46,45,69
P3928,2024-01-14,160,56,65
P3929,2024-01-15,150,30,15
P3930,2024-01-09,42,31,84
P3931,2024-01-04,167,44,98
P3932,2024-01-15,227,48,54
P3933,2024-01-23,240,14,91
P3934,2024-01-02,51,11,94
P3935,2024-01-11,132,46,74
P3936,2024-01-13,56,53,35
P3937,2024-01-21,176,33,66
P3938,2024-01-15,215,29,61
P3939,2024-01-27,165,45,21
P3940,2024-01-20,32,19,16
P3941,2024-01-04,45,17,36
P3942,2024-01-11,216,42,46
P3943,2024-01-03,56,58,71
P3944,2024-01-20,101,52,79
P3945,2024-01-09,96,59,46
P3946,2024-01-10,167,18,53
P3947,2024-01-24,123,38,19
P3948,2024-01-20,30,17,53
P3949,2024-01-04,39,10,42
P3950,2024-01-21,69,30,95
P3951,2024-01-11,131,53,78
P3952,2024-01-06,160,37,93
P3953,2024-01-05,36,54,60
P3954,2024-01-15,67,51,48
P3955,2024-01-22,112,54,61
P3956,2024-01-11,41,51,71
P3957,2024-01-10,53,29,52
P3958,2024-01-07,144,29,28
P3959,2024-01-22,76,35,14
P3960,2024-01-18,34,43,92
P3961,2024-01-25,174,21,43
P3962,2024-01-07,100,48,72
P3963,2024-01-04,102,59,36
P3964,2024-01-30,231,18,63
P3965,2024-01-31,216,59,51
P3966,2024-01-05,135,46,13
P3967,2024-01-07,46,58,20
P3968,2024-01-22,232,44,78
P3969,2024-01-30,43,32,47
P3970,2024-01-04,161,54,22
P3971,2024-01-12,191,50,80
P3972,2024-01-15,161,17,13
P3973,2024-01-10,106,28,80
P3974,2024-01-31,120,26,25
P3975,2024-01-10,94,19,15
P3976,2024-01-11,117,41,42
P3977,2024-01-10,199,51,82
P3978,2024-01-28,131,18,61
P3979,2024-01-05,200,27,95
P3980,2024-01-16,101,24,40
P3981,2024-01-11,59,54,55
P3982,2024-01-29,134,38,26
P3983,2024-01-10,75,42,50
P3984,2024-01-09,178,11,16
P3985,2024-01-29,66,58,53
P3986,2024-01-08,141,34,19
P3987,2024-01-19,116,26,51
P3988,2024-01-24,192,44,74
P3989,2024-01-22,35,14,75
P3990,2024-01-19,233,59,41
P3991,2024-01-05,54,29,51
P3992,2024-01-05,67,29,84
P3993,2024-01-16,81,51,44
P3994,2024-01-26,186,46,68
P3995,2024-01-14,145,18,76
P3996,2024-01-18,95,20,35
P3997,2024-01-22,38,41,18
P3998,2024-01-17,155,14,81
P3999,2024-01-09,43,59,86
P4000,2024-01-23,194,27,36
P4001,2024-01-23,178,26,88
P4002,2024-01-24,112,38,80
P4003,2024-01-14,62,23,21
P4004,2024-01-04,147,42,69
P4005,2024-01-10,170,27,32
P4006,2024-01-23,144,30,95
P4007,2024-01-17,124,58,26
P4008,2024-01-27,209,19,28
P4009,2024-01-13,149,38,60
P4010,2024-01-23,171,48,25
P4011,2024-01-16,106,23,87
P4012,2024-01-18,73,20,51
P4013,2024-01-16,213,45,25
P4014,2024-01-21,207,12,51
P4015,2024-01-19,180,46,38
P4016,2024-01-28,179,16,61
P4017,2024-01-24,69,18,42
P4018,2024-01-23,181,27,88
P4019,2024-01-23,149,60,49
P4020,2024-01-17,219,41,44
P4021,2024-01-26,184,48,35
P4022,2024-01-14,228,22,41
P4023,2024-01-01,84,57,38
P4024,2024-01-10,135,21,82
P4025,2024-01-23,208,34,37
P4026,2024-01-02,48,51,47
P4027,2024-01-06,93,35,57
P4028,2024-01-31,227,35,22
P4029,2024-01-28,152,27,22
P4030,2024-01-16,193,44,68
P4031,2024-01-29,32,40,23
P4032,2024-01-03,230,12,70
P4033,2024-01-09,144,53,42
P4034,2024-01-15,161,51,39
P4035,2024-01-11,39,17,52
P4036,2024-01-13,43,17,53
P4037,2024-01-09,104,21,76
P4038,2024-01-30,173,13,65
P4039,2024-01-21,95,55,32
P4040,2024-01-06,233,25,86
P4041,2024-01-14,32,17,95
P4042,2024-01-20,87,49,72
P4043,2024-01-19,140,33,52
P4044,2024-01-28,58,31,23
P4045,2024-01-01,161,49,79
P4046,2024-01-20,56,22,95
P4047,2024-01-25,186,18,97
P4048,2024-01-22,113,27,28
P4049,2024-01-25,154,49,96
P4050,2024-01-16,79,41,34
P4051,2024-01-16,57,44,79
P4052,2024-01-02,172,37,92
P4053,2024-01-27,62,26,97
P4054,2024-01-08,191,35,42
P4055,2024-01-21,130,42,12
P4056,2024-01-27,30,36,63
P4057,2024-01-17,233,13,78
P4058,2024-01-29,82,26,26
P4059,2024-01-30,214,60,35
P4060,2024-01-08,80,20,70
P4061,2024-01-15,30,36,48
P4062,2024-01-07,115,31,54
P4063,2024-01-30,178,53,61
P4064,2024-01-02,227,30,74
P4065,2024-01-02,41,26,22
P4066,2024-01-08,75,33,13
P4067,2024-01-14,151,48,90
P4068,2024-01-22,200,58,31
P4069,2024-01-07,182,30,59
P4070,2024-01-10,96,34,69
P4071,2024-01-01,51,13,85
P4072,2024-01-06,162,38,48
P4073,2024-01-29,125,59,79
P4074,2024-01-06,78,46,43
P4075,2024-01-08,182,27,72
P4076,2024-01-25,238,32,74
P4077,2024-01-27,161,21,92
P4078,2024-01-15,187,11,12
P4079,2024-01-29,65,21,74
P4080,2024-01-01,98,11,63
P4081,2024-01-25,46,33,50
P4082,2024-01-04,153,43,26
P4083,2024-01-04,82,53,47
P4084,2024-01-24,237,16,56
P4085,2024-01-28,236,18,29
P4086,2024-01-14,109,11,86
P4087,2024-01-21,220,35,63
P4088,2024-01-05,188,22,95
P4089,2024-01-14,49,20,60
P4090,2024-01-26,92,45,91
P4091,2024-01-27,35,38,20
P4092,2024-01-07,204,46,35
P4093,2024-01-05,75,41,94
P4094,2024-01-01,193,19,100
P4095,2024-01-17,200,37,72
P4096,2024-01-16,125,52,21
P4097,2024-01-29,135,12,95
P4098,2024-01-29,30,59,30
P4099,2024-01-25,196,26,20
P4100,2024-01-19,235,44,12
P4101,2024-01-19,123,44,90
P4102,2024-01-08,138,16,43
P4103,2024-01-01,153,52,34
P4104,2024-01-07,130,31,25
P4105,2024-01-25,232,19,59
P4106,2024-01-16,156,59,75
P4107,2024-01-05,120,50,46
P4108,2024-01-12,83,12,80
P4109,2024-01-20,127,47,31
P4110,2024-01-13,65,19,59
P4111,2024-01-19,146,10,38
P4112,2024-01-18,75,22,81
P4113,2024-01-07,112,18,46
P4114,2024-01-11,178,16,45
P4115,2024-01-27,172,18,91
P4116,2024-01-09,211,47,65
P4117,2024-01-23,70,53,77
P4118,2024-01-31,139,29,90
P4119,2024-01-14,54,56,94
P4120,2024-01-17,189,32,26
P4121,2024-01-13,145,32,30
P4122,2024-01-18,143,37,33
P4123,2024-01-22,223,29,23
P4124,2024-01-15,165,41,18
P4125,2024-01-15,77,57,77
P4126,2024-01-03,142,30,51
P4127,2024-01-13,32,37,22
P4128,2024-01-15,155,15,97
P4129,2024-01-26,124,10,21
P4130,2024-01-27,138,42,91
P4131,2024-01-12,148,37,82
P4132,2024-01-30,144,50,58
P4133,2024-01-31,194,35,51
P4134,2024-01-04,144,24,63
P4135,2024-01-25,143,31,28
P4136,2024-01-22,136,30,29
P4137,2024-01-27,224,54,59
P4138,2024-01-30,137,28,51
P4139,2024-01-24,232,50,89
P4140,2024-01-17,184,32,13
